supplier,item_category,order_status,compliance,quantity,order_date,delivery_date,delivery_lead_time,unit_price,negotiated_price,actual_spend,savings_per_unit,total_savings,savings_percentage,defective_units,defect_rate
Epsilon_Group,Electronics,Cancelled,Yes,673,2022-09-25,2022-10-12,17.0,39.58,35.83,24113.59,3.75,2523.75,9.47,25.0,
Delta_Logistics,Office Supplies,Cancelled,No,1066,2022-07-29,2022-08-12,14.0,33.33,28.47,30349.02,4.86,5180.76,14.580000000000002,162.0,
Gamma_Co,Packaging,Delivered,No,1645,2023-11-17,2023-11-23,6.0,85.42,80.78,132883.1,4.64,7632.8,5.43,73.0,4.437689969604863
Alpha_Inc,Electronics,Delivered,Yes,930,2022-11-18,2022-11-29,11.0,13.67,11.95,11113.5,1.72,1599.6,12.58,16.0,1.7204301075268817
Alpha_Inc,Office Supplies,Delivered,Yes,51,2022-09-02,2022-09-21,19.0,63.74,56.1,2861.1,7.64,389.64,11.99,0.0,0.0
Gamma_Co,Packaging,Delivered,Yes,946,2022-09-29,2022-10-01,2.0,81.77,71.65,67780.90000000001,10.12,9573.52,12.379999999999999,55.0,5.813953488372093
Epsilon_Group,Raw Materials,Partially Delivered,Yes,1377,2023-02-10,2023-03-02,20.0,94.69,84.2,115943.40000000001,10.49,14444.73,11.08,,
Epsilon_Group,Packaging,Cancelled,Yes,303,2022-05-15,2022-05-18,3.0,41.6,40.51,12274.529999999999,1.09,330.27,2.62,11.0,
Alpha_Inc,Raw Materials,Delivered,Yes,1725,2023-11-19,2023-12-03,14.0,93.14,79.62,137344.5,13.52,23322.0,14.52,24.0,1.391304347826087
Beta_Supplies,Raw Materials,Cancelled,No,502,2023-10-23,2023-11-07,15.0,22.05,20.65,10366.3,1.4,702.8,6.35,50.0,
Gamma_Co,Packaging,Delivered,Yes,1110,2022-11-04,2022-11-11,7.0,90.49,80.03,88833.3,10.46,11610.6,11.559999999999999,61.0,5.495495495495495
Alpha_Inc,Packaging,Delivered,Yes,1233,2023-04-14,2023-04-18,4.0,23.08,20.57,25362.81,2.51,3094.83,10.879999999999999,,
Beta_Supplies,Office Supplies,Delivered,Yes,1064,2022-11-20,2022-11-24,4.0,48.04,43.6,46390.4,4.44,4724.16,9.24,94.0,8.834586466165414
Epsilon_Group,Packaging,Partially Delivered,Yes,58,2022-03-16,2022-04-04,19.0,82.57,76.55,4439.9,6.02,349.16,7.290000000000001,,
Beta_Supplies,MRO,Delivered,No,1306,2022-01-10,2022-01-20,10.0,23.49,20.17,26342.02,3.32,4335.92,14.13,116.0,8.88208269525268
Delta_Logistics,Electronics,Delivered,No,1172,2023-04-15,2023-04-28,13.0,32.93,29.28,34316.16,3.65,4277.8,11.08,,
Alpha_Inc,Packaging,Delivered,Yes,1732,2023-09-29,,,82.5,71.71,124201.71999999999,10.79,18688.28,13.08,24.0,
Gamma_Co,Raw Materials,Delivered,Yes,865,2023-07-31,2023-08-07,7.0,81.54,71.59,61925.350000000006,9.95,8606.75,12.2,39.0,4.508670520231214
Beta_Supplies,Raw Materials,Delivered,Yes,257,2022-04-13,2022-04-20,7.0,68.72,66.92,17198.44,1.8,462.6,2.62,22.0,8.560311284046692
Epsilon_Group,Packaging,Delivered,Yes,1204,2022-03-17,2022-03-26,9.0,73.18,67.59,81378.36,5.59,6730.36,7.64,31.0,2.574750830564784
Beta_Supplies,Electronics,Partially Delivered,Yes,453,2023-07-05,2023-07-09,4.0,64.14,60.18,27261.54,3.96,1793.88,6.17,51.0,
Epsilon_Group,Electronics,Delivered,Yes,201,2022-08-07,2022-08-21,14.0,33.81,32.54,6540.54,1.27,255.27,3.7600000000000002,3.0,1.4925373134328357
Delta_Logistics,Office Supplies,Delivered,Yes,103,2023-06-03,2023-06-16,13.0,44.61,42.88,4416.64,1.73,178.19,3.88,10.0,9.70873786407767
Epsilon_Group,Office Supplies,Delivered,Yes,1193,2022-09-29,2022-10-07,8.0,27.4,27.09,32318.37,0.31,369.83,1.13,,
Gamma_Co,Office Supplies,Partially Delivered,Yes,1746,2022-05-16,2022-05-28,12.0,93.6,89.81,156808.26,3.79,6617.34,4.05,85.0,
Delta_Logistics,Electronics,Delivered,Yes,1993,2022-12-24,2022-12-26,2.0,65.94,59.36,118304.48,6.58,13113.94,9.98,,
Beta_Supplies,Raw Materials,Delivered,No,677,2022-03-12,2022-03-27,15.0,46.54,43.11,29185.47,3.43,2322.11,7.37,,
Alpha_Inc,Office Supplies,Pending,Yes,636,2022-09-08,,,53.64,49.23,31310.28,4.41,2804.76,8.219999999999999,18.0,
Epsilon_Group,Packaging,Delivered,Yes,1698,2023-01-14,2023-02-02,19.0,100.97,98.73,167643.54,2.24,3803.52,2.22,52.0,3.0624263839811543
Gamma_Co,Office Supplies,Delivered,Yes,1493,2022-10-19,2022-11-01,13.0,24.87,22.89,34174.770000000004,1.98,2956.14,7.960000000000001,56.0,3.750837240455459
Alpha_Inc,Packaging,Delivered,Yes,1495,2022-06-11,2022-06-25,14.0,64.33,58.18,86979.1,6.15,9194.25,9.56,26.0,1.7391304347826086
Alpha_Inc,Packaging,Cancelled,Yes,153,2023-03-25,2023-04-07,13.0,59.42,52.0,7956.0,7.42,1135.26,12.49,3.0,
Delta_Logistics,Raw Materials,Cancelled,Yes,1925,2023-07-11,2023-07-22,11.0,70.88,63.41,122064.25,7.47,14379.75,10.54,292.0,
Beta_Supplies,Packaging,Delivered,No,303,2023-12-22,2024-01-11,20.0,12.97,11.42,3460.2599999999998,1.55,469.65,11.95,,
Alpha_Inc,Office Supplies,Delivered,Yes,1300,2022-11-06,2022-11-18,12.0,92.92,90.63,117819.0,2.29,2977.0,2.46,,
Gamma_Co,Raw Materials,Delivered,Yes,1185,2023-09-19,2023-09-23,4.0,103.28,99.05,117374.25,4.23,5012.55,4.1000000000000005,,
Epsilon_Group,Raw Materials,Delivered,Yes,559,2023-11-01,2023-11-20,19.0,67.56,57.98,32410.82,9.58,5355.22,14.180000000000001,15.0,2.6833631484794274
Epsilon_Group,Electronics,Pending,Yes,1546,2023-06-26,2023-06-29,3.0,78.88,78.0,120588.0,0.88,1360.48,1.1199999999999999,38.0,
Epsilon_Group,Packaging,Delivered,Yes,148,2022-01-09,2022-01-19,10.0,93.02,85.96,12722.08,7.06,1044.88,7.59,4.0,2.7027027027027026
Delta_Logistics,Office Supplies,Delivered,No,202,2023-11-15,2023-11-23,8.0,81.75,78.26,15808.52,3.49,704.98,4.2700000000000005,37.0,18.316831683168317
Gamma_Co,Packaging,Delivered,Yes,1934,2023-07-22,2023-07-28,6.0,25.86,25.6,49510.4,0.26,502.84,1.01,78.0,4.033092037228542
Alpha_Inc,Office Supplies,Delivered,Yes,963,2022-11-03,2022-11-07,4.0,64.96,64.07,61699.409999999996,0.89,857.07,1.37,20.0,2.0768431983385254
Gamma_Co,MRO,Delivered,Yes,1969,2023-11-11,2023-11-18,7.0,71.71,61.96,121999.24,9.75,19197.75,13.600000000000001,,
Delta_Logistics,Electronics,Delivered,Yes,927,2022-04-17,,,48.89,46.05,42688.35,2.84,2632.68,5.81,138.0,
Delta_Logistics,Raw Materials,Cancelled,Yes,387,2022-05-18,2022-05-23,5.0,77.81,69.04,26718.480000000003,8.77,3393.99,11.27,67.0,
Beta_Supplies,Electronics,Delivered,Yes,1779,2022-09-28,2022-10-03,5.0,97.86,94.36,167866.44,3.5,6226.5,3.58,176.0,9.89319842608207
Gamma_Co,MRO,Pending,Yes,871,2022-04-29,2022-05-05,6.0,94.7,92.66,80706.86,2.04,1776.84,2.15,46.0,
Epsilon_Group,Electronics,Delivered,Yes,1236,2022-04-20,2022-04-23,3.0,51.33,44.03,54421.08,7.3,9022.8,14.219999999999999,25.0,2.0226537216828477
Delta_Logistics,Electronics,Delivered,Yes,1793,2023-07-21,2023-08-06,16.0,22.01,21.78,39051.54,0.23,412.39,1.04,285.0,15.895147796988288
Delta_Logistics,MRO,Delivered,Yes,1006,2022-06-09,2022-06-28,19.0,101.1,89.04,89574.24,12.06,12132.36,11.93,139.0,13.817097415506957
Beta_Supplies,Electronics,Cancelled,No,1754,2022-10-06,2022-10-21,15.0,89.35,86.54,151791.16,2.81,4928.74,3.1399999999999997,161.0,
Epsilon_Group,Electronics,Delivered,Yes,210,2022-10-16,2022-11-04,19.0,22.17,21.32,4477.2,0.85,178.5,3.83,10.0,4.761904761904762
Delta_Logistics,MRO,Delivered,Yes,1653,2023-09-12,2023-10-02,20.0,102.16,91.91,151927.22999999998,10.25,16943.25,10.03,217.0,13.127646702964308
Alpha_Inc,MRO,Partially Delivered,Yes,850,2022-08-04,2022-08-15,11.0,91.38,88.41,75148.5,2.97,2524.5,3.25,24.0,
Epsilon_Group,Raw Materials,Delivered,Yes,447,2022-12-18,2022-12-21,3.0,59.81,57.92,25890.24,1.89,844.83,3.16,13.0,2.9082774049217
Gamma_Co,Office Supplies,Delivered,Yes,1350,2022-07-28,2022-08-07,10.0,65.11,56.95,76882.5,8.16,11016.0,12.53,71.0,5.2592592592592595
Beta_Supplies,Office Supplies,Delivered,Yes,865,2023-12-05,2023-12-24,19.0,51.19,47.76,41312.4,3.43,2966.95,6.7,83.0,9.595375722543352
Alpha_Inc,MRO,Delivered,Yes,1989,2023-10-12,2023-10-29,17.0,16.5,15.89,31605.210000000003,0.61,1213.29,3.6999999999999997,57.0,2.865761689291101
Alpha_Inc,Office Supplies,Delivered,Yes,1577,2022-09-28,2022-10-13,15.0,41.77,39.58,62417.659999999996,2.19,3453.63,5.24,32.0,2.029169308814204
Gamma_Co,Packaging,Pending,No,1969,2023-06-02,2023-06-04,2.0,89.25,87.28,171854.32,1.97,3878.93,2.21,108.0,
Beta_Supplies,Packaging,Partially Delivered,Yes,1465,2023-05-16,2023-05-26,10.0,11.25,9.61,14078.65,1.64,2402.6,14.580000000000002,151.0,
Delta_Logistics,Packaging,Pending,Yes,1208,2022-09-15,2022-09-18,3.0,41.62,39.46,47667.68,2.16,2609.28,5.19,,
Beta_Supplies,Raw Materials,Delivered,Yes,1268,2022-02-22,2022-03-11,17.0,46.06,45.26,57389.68,0.8,1014.4,1.7399999999999998,123.0,9.700315457413248
Delta_Logistics,Office Supplies,Delivered,No,450,2022-04-05,2022-04-24,19.0,59.24,55.03,24763.5,4.21,1894.5,7.109999999999999,68.0,15.11111111111111
Gamma_Co,Electronics,Partially Delivered,Yes,689,2023-10-12,2023-10-14,2.0,102.53,95.23,65613.47,7.3,5029.7,7.12,38.0,
Gamma_Co,MRO,Delivered,Yes,1106,2023-03-10,2023-03-29,19.0,44.05,38.6,42691.6,5.45,6027.7,12.370000000000001,51.0,4.61121157323689
Alpha_Inc,Office Supplies,Delivered,Yes,737,2022-10-11,2022-10-22,11.0,43.08,42.58,31381.46,0.5,368.5,1.16,21.0,2.8493894165535956
Alpha_Inc,Raw Materials,Delivered,No,509,2022-02-15,2022-03-04,17.0,76.76,74.72,38032.479999999996,2.04,1038.36,2.6599999999999997,7.0,1.37524557956778
Alpha_Inc,Electronics,Delivered,Yes,1004,2022-01-04,2022-01-06,2.0,50.7,46.59,46776.36,4.11,4126.44,8.110000000000001,27.0,2.689243027888446
Gamma_Co,MRO,Pending,Yes,1956,2022-12-08,2022-12-19,11.0,31.88,28.48,55706.88,3.4,6650.4,10.66,86.0,
Delta_Logistics,Electronics,Delivered,No,519,2022-05-14,,,51.73,47.52,24662.88,4.21,2184.99,8.14,81.0,
Gamma_Co,MRO,Partially Delivered,Yes,1448,2023-10-15,2023-10-21,6.0,25.06,21.62,31305.760000000002,3.44,4981.12,13.73,84.0,
Gamma_Co,Packaging,Delivered,Yes,1095,2022-09-26,2022-10-11,15.0,26.91,23.75,26006.25,3.16,3460.2,11.74,53.0,4.840182648401827
Alpha_Inc,MRO,Delivered,Yes,799,2022-06-15,,,56.22,49.51,39558.49,6.71,5361.29,11.940000000000001,18.0,
Beta_Supplies,MRO,Partially Delivered,Yes,1743,2023-03-29,2023-04-18,20.0,51.04,47.15,82182.45,3.89,6780.27,7.62,160.0,
Alpha_Inc,Raw Materials,Delivered,Yes,87,2023-07-19,2023-07-31,12.0,100.65,85.56,7443.72,15.09,1312.83,14.99,1.0,1.1494252873563218
Beta_Supplies,Raw Materials,Delivered,No,279,2023-12-24,,,47.52,46.5,12973.5,1.02,284.58,2.15,28.0,
Delta_Logistics,Raw Materials,Delivered,Yes,1438,2023-03-14,2023-03-25,11.0,66.61,58.5,84123.0,8.11,11662.18,12.18,237.0,16.481223922114047
Delta_Logistics,Office Supplies,Partially Delivered,Yes,612,2023-07-29,2023-07-31,2.0,72.93,63.32,38751.840000000004,9.61,5881.32,13.18,99.0,
Epsilon_Group,Packaging,Pending,Yes,487,2022-01-10,2022-01-21,11.0,11.18,10.63,5176.81,0.55,267.85,4.92,15.0,
Epsilon_Group,Packaging,Partially Delivered,Yes,1849,2022-04-25,2022-04-29,4.0,70.76,69.25,128043.25,1.51,2791.99,2.13,51.0,
Epsilon_Group,MRO,Partially Delivered,Yes,1356,2022-03-19,2022-04-01,13.0,26.28,25.44,34496.64,0.84,1139.04,3.2,47.0,
Delta_Logistics,Raw Materials,Delivered,Yes,76,2023-12-09,2023-12-29,20.0,107.59,96.33,7321.08,11.26,855.76,10.47,10.0,13.157894736842104
Alpha_Inc,Packaging,Partially Delivered,Yes,275,2022-06-02,2022-06-13,11.0,23.96,20.44,5621.0,3.52,968.0,14.69,,
Alpha_Inc,Packaging,Delivered,Yes,1350,2023-07-13,2023-07-18,5.0,51.57,48.07,64894.5,3.5,4725.0,6.79,,
Alpha_Inc,MRO,Delivered,Yes,847,2022-02-06,,,17.77,17.39,14729.33,0.38,321.86,2.1399999999999997,,
Gamma_Co,MRO,Delivered,Yes,1682,2023-01-14,2023-01-27,13.0,105.7,101.3,170386.6,4.4,7400.8,4.16,94.0,5.58858501783591
Epsilon_Group,Electronics,Delivered,Yes,333,2023-08-20,2023-08-23,3.0,60.44,58.54,19493.82,1.9,632.7,3.1399999999999997,8.0,2.4024024024024024
Alpha_Inc,Electronics,Cancelled,Yes,928,2023-07-20,2023-08-02,13.0,69.31,67.26,62417.280000000006,2.05,1902.4,2.96,20.0,
Epsilon_Group,MRO,Partially Delivered,Yes,1009,2022-06-01,2022-06-12,11.0,16.44,16.18,16325.619999999999,0.26,262.34,1.58,,
Epsilon_Group,Electronics,Pending,Yes,1554,2023-03-17,2023-04-03,17.0,82.92,74.82,116270.27999999998,8.1,12587.4,9.77,44.0,
Gamma_Co,Packaging,Partially Delivered,Yes,502,2022-05-11,2022-05-25,14.0,29.47,28.94,14527.880000000001,0.53,266.06,1.7999999999999998,27.0,
Delta_Logistics,MRO,Delivered,Yes,1069,2022-02-12,2022-02-13,1.0,91.28,82.64,88342.16,8.64,9236.16,9.47,,
Alpha_Inc,MRO,Pending,Yes,1902,2022-11-12,2022-11-18,6.0,29.89,25.83,49128.659999999996,4.06,7722.12,13.58,41.0,
Gamma_Co,Raw Materials,Pending,Yes,865,2023-01-09,,,28.79,25.69,22221.850000000002,3.1,2681.5,10.77,47.0,
Delta_Logistics,Packaging,Partially Delivered,No,708,2022-02-10,2022-02-26,16.0,13.36,11.61,8219.88,1.75,1239.0,13.100000000000001,,
Delta_Logistics,Packaging,Delivered,Yes,1589,2023-01-02,2023-01-07,5.0,55.64,48.52,77098.28,7.12,11313.68,12.8,,
Alpha_Inc,Office Supplies,Delivered,Yes,596,2022-08-04,2022-08-14,10.0,62.96,61.88,36880.48,1.08,643.68,1.72,9.0,1.5100671140939599
Epsilon_Group,Office Supplies,Delivered,Yes,1265,2023-11-30,2023-12-04,4.0,17.66,16.97,21467.05,0.69,872.85,3.91,34.0,2.6877470355731226
Beta_Supplies,Raw Materials,Delivered,No,1122,2022-09-13,2022-10-01,18.0,82.99,81.7,91667.40000000001,1.29,1447.38,1.55,118.0,10.51693404634581
Epsilon_Group,Office Supplies,Delivered,Yes,1585,2023-11-14,2023-12-01,17.0,56.38,53.05,84084.25,3.33,5278.05,5.91,,
Epsilon_Group,Electronics,Delivered,Yes,66,2022-04-16,2022-04-27,11.0,58.05,50.76,3350.16,7.29,481.14,12.559999999999999,,
Beta_Supplies,MRO,Delivered,No,1245,2022-12-29,2023-01-18,20.0,52.4,51.65,64304.25,0.75,933.75,1.43,118.0,9.477911646586346
Delta_Logistics,Electronics,Delivered,No,1293,2023-07-28,2023-08-10,13.0,50.21,47.55,61482.149999999994,2.66,3439.38,5.3,,
Beta_Supplies,Packaging,Delivered,Yes,207,2023-02-21,2023-02-27,6.0,64.29,63.01,13043.07,1.28,264.96,1.9900000000000002,25.0,12.077294685990339
Beta_Supplies,Office Supplies,Delivered,Yes,526,2023-09-28,2023-10-18,20.0,26.37,25.32,13318.32,1.05,552.3,3.9800000000000004,47.0,8.935361216730039
Gamma_Co,Electronics,Delivered,Yes,1119,2022-06-08,2022-06-14,6.0,27.03,23.82,26654.58,3.21,3591.99,11.88,,
Gamma_Co,Packaging,Delivered,Yes,1446,2022-08-31,2022-09-02,2.0,90.63,84.51,122201.46,6.12,8849.52,6.75,77.0,5.325034578146611
Gamma_Co,Office Supplies,Delivered,Yes,567,2022-06-16,2022-06-24,8.0,97.53,85.29,48359.43,12.24,6940.08,12.55,21.0,3.7037037037037033
Delta_Logistics,MRO,Delivered,No,148,2022-07-01,,,44.91,40.1,5934.8,4.81,711.88,10.71,,
Beta_Supplies,MRO,Pending,Yes,1965,2023-02-27,2023-03-14,15.0,36.6,34.64,68067.6,1.96,3851.4,5.36,195.0,
Alpha_Inc,Office Supplies,Pending,Yes,1818,2022-01-26,2022-02-03,8.0,67.96,58.98,107225.64,8.98,16325.64,13.209999999999999,,
Beta_Supplies,MRO,Delivered,Yes,1110,2022-07-03,2022-07-19,16.0,48.19,45.88,50926.8,2.31,2564.1,4.79,112.0,10.09009009009009
Delta_Logistics,Raw Materials,Delivered,Yes,329,2022-12-07,,,12.96,12.74,4191.46,0.22,72.38,1.7000000000000002,48.0,
Gamma_Co,Office Supplies,Cancelled,Yes,1422,2023-02-26,2023-03-17,19.0,25.62,25.18,35805.96,0.44,625.68,1.72,65.0,
Delta_Logistics,Raw Materials,Delivered,No,546,2023-11-17,,,82.63,74.77,40824.42,7.86,4291.56,9.51,76.0,
Gamma_Co,Office Supplies,Partially Delivered,Yes,351,2022-09-12,2022-09-22,10.0,72.08,71.3,25026.3,0.78,273.78,1.08,20.0,
Delta_Logistics,Raw Materials,Partially Delivered,No,230,2022-10-01,2022-10-18,17.0,13.0,12.81,2946.3,0.19,43.7,1.46,,
Alpha_Inc,MRO,Delivered,Yes,656,2022-06-13,2022-06-19,6.0,30.73,26.26,17226.56,4.47,2932.32,14.549999999999999,17.0,2.591463414634146
Gamma_Co,MRO,Delivered,Yes,1172,2023-12-20,2024-01-09,20.0,34.34,32.09,37609.48,2.25,2637.0,6.550000000000001,69.0,5.887372013651877
Gamma_Co,Electronics,Delivered,Yes,749,2022-04-21,2022-04-30,9.0,71.53,70.02,52444.979999999996,1.51,1130.99,2.11,41.0,5.473965287049399
Beta_Supplies,Packaging,Delivered,Yes,1042,2023-01-27,2023-02-12,16.0,12.48,12.3,12816.6,0.18,187.56,1.44,88.0,8.445297504798464
Delta_Logistics,Raw Materials,Delivered,No,1189,2022-02-09,2022-02-27,18.0,19.47,17.15,20391.35,2.32,2758.48,11.92,,
Epsilon_Group,Office Supplies,Delivered,Yes,240,2023-04-27,,,88.14,81.9,19656.0,6.24,1497.6,7.08,4.0,
Epsilon_Group,MRO,Delivered,Yes,302,2022-08-16,2022-09-02,17.0,26.98,26.47,7993.94,0.51,154.02,1.8900000000000001,9.0,2.980132450331126
Beta_Supplies,MRO,Pending,No,1030,2022-07-24,2022-08-03,10.0,70.81,61.58,63427.4,9.23,9506.9,13.03,,
Delta_Logistics,Office Supplies,Delivered,Yes,977,2023-04-17,2023-04-23,6.0,33.79,32.25,31508.25,1.54,1504.58,4.5600000000000005,137.0,14.022517911975434
Alpha_Inc,Packaging,Delivered,Yes,1234,2022-12-25,2023-01-11,17.0,19.99,17.66,21792.44,2.33,2875.22,11.66,25.0,2.025931928687196
Beta_Supplies,Office Supplies,Delivered,Yes,1329,2022-11-09,2022-11-23,14.0,33.48,33.06,43936.740000000005,0.42,558.18,1.25,146.0,10.985703536493604
Gamma_Co,Raw Materials,Delivered,Yes,1396,2022-08-22,2022-08-30,8.0,77.63,67.81,94662.76000000001,9.82,13708.72,12.65,58.0,4.154727793696275
Alpha_Inc,Raw Materials,Delivered,Yes,177,2022-08-17,2022-08-29,12.0,90.06,87.71,15524.669999999998,2.35,415.95,2.6100000000000003,7.0,3.954802259887006
Delta_Logistics,Electronics,Delivered,Yes,67,2022-01-25,,,84.72,73.06,4895.02,11.66,781.22,13.76,9.0,
Gamma_Co,Office Supplies,Delivered,Yes,1866,2023-11-07,2023-11-20,13.0,50.78,48.2,89941.20000000001,2.58,4814.28,5.08,96.0,5.144694533762058
Epsilon_Group,MRO,Delivered,Yes,1808,2022-07-17,2022-07-25,8.0,72.23,67.86,122690.88,4.37,7900.96,6.05,53.0,2.9314159292035398
Delta_Logistics,Electronics,Cancelled,Yes,615,2023-02-13,2023-02-16,3.0,30.3,29.52,18154.8,0.78,479.7,2.5700000000000003,96.0,
Gamma_Co,Office Supplies,Pending,Yes,619,2022-12-03,2022-12-04,1.0,38.38,35.02,21677.38,3.36,2079.84,8.75,34.0,
Delta_Logistics,Office Supplies,Delivered,Yes,1396,2022-10-13,2022-10-17,4.0,94.75,84.06,117347.76000000001,10.69,14923.24,11.28,210.0,15.04297994269341
Gamma_Co,MRO,Delivered,Yes,1945,2022-03-13,2022-03-24,11.0,11.28,9.98,19411.100000000002,1.3,2528.5,11.52,94.0,4.832904884318766
Delta_Logistics,Packaging,Delivered,No,735,2022-10-13,2022-10-18,5.0,18.49,15.89,11679.15,2.6,1911.0,14.06,113.0,15.374149659863946
Epsilon_Group,Office Supplies,Pending,Yes,1865,2022-12-26,2023-01-11,16.0,30.29,26.83,50037.95,3.46,6452.9,11.42,56.0,
Beta_Supplies,Electronics,Cancelled,Yes,675,2023-10-19,2023-10-24,5.0,13.69,11.84,7992.0,1.85,1248.75,13.51,52.0,
Gamma_Co,MRO,Pending,Yes,1361,2023-06-06,2023-06-22,16.0,28.57,24.29,33058.69,4.28,5825.08,14.979999999999999,65.0,
Gamma_Co,Raw Materials,Delivered,Yes,903,2023-02-14,2023-02-15,1.0,66.53,60.15,54315.45,6.38,5761.14,9.59,29.0,3.211517165005537
Epsilon_Group,Packaging,Cancelled,Yes,1736,2023-11-27,,,53.2,50.68,87980.48,2.52,4374.72,4.74,48.0,
Beta_Supplies,MRO,Delivered,Yes,1011,2023-07-04,2023-07-11,7.0,98.47,97.06,98127.66,1.41,1425.51,1.43,91.0,9.000989119683481
Delta_Logistics,Electronics,Delivered,Yes,1712,2022-12-06,2022-12-24,18.0,88.17,85.86,146992.32,2.31,3954.72,2.62,246.0,14.369158878504674
Gamma_Co,Office Supplies,Delivered,Yes,204,2022-01-29,,,40.76,37.46,7641.84,3.3,673.2,8.1,10.0,
Beta_Supplies,Electronics,Partially Delivered,No,539,2022-04-29,2022-05-13,14.0,33.85,30.57,16477.23,3.28,1767.92,9.69,34.0,
Delta_Logistics,Office Supplies,Delivered,No,1459,2022-09-25,2022-10-05,10.0,45.94,42.56,62095.04,3.38,4931.42,7.359999999999999,212.0,14.530500342700481
Gamma_Co,MRO,Delivered,Yes,834,2022-07-02,2022-07-06,4.0,65.02,56.19,46862.46,8.83,7364.22,13.58,,
Gamma_Co,Packaging,Partially Delivered,Yes,1177,2023-08-18,2023-09-01,14.0,37.37,34.27,40335.79,3.1,3648.7,8.3,60.0,
Delta_Logistics,MRO,Delivered,Yes,1466,2022-09-29,2022-10-19,20.0,68.82,66.82,97958.12,2.0,2932.0,2.91,211.0,14.392905866302867
Epsilon_Group,Electronics,Delivered,Yes,1884,2022-02-09,2022-02-13,4.0,47.08,44.31,83480.04000000001,2.77,5218.68,5.88,54.0,2.8662420382165608
Beta_Supplies,Electronics,Delivered,Yes,295,2022-04-22,2022-05-08,16.0,60.58,57.32,16909.4,3.26,961.7,5.38,31.0,10.508474576271185
Gamma_Co,Raw Materials,Delivered,Yes,1249,2023-09-03,2023-09-04,1.0,54.18,47.29,59065.21,6.89,8605.61,12.72,59.0,4.723779023218575
Delta_Logistics,Raw Materials,Delivered,No,1112,2023-03-21,2023-04-09,19.0,39.06,33.6,37363.200000000004,5.46,6071.52,13.98,184.0,16.546762589928058
Gamma_Co,Office Supplies,Delivered,Yes,1550,2022-12-20,2022-12-25,5.0,100.61,97.43,151016.5,3.18,4929.0,3.16,66.0,4.258064516129032
Delta_Logistics,Electronics,Delivered,No,1755,2022-11-18,2022-11-19,1.0,82.66,73.67,129290.85,8.99,15777.45,10.879999999999999,258.0,14.700854700854702
Gamma_Co,Raw Materials,Delivered,Yes,808,2023-03-23,2023-03-31,8.0,24.19,21.64,17485.12,2.55,2060.4,10.54,39.0,4.826732673267327
Alpha_Inc,Raw Materials,Partially Delivered,Yes,587,2023-09-13,2023-09-19,6.0,96.98,95.35,55970.45,1.63,956.81,1.68,14.0,
Epsilon_Group,MRO,Delivered,Yes,1940,2023-06-08,2023-06-11,3.0,58.45,50.29,97562.59999999999,8.16,15830.4,13.96,54.0,2.7835051546391756
Beta_Supplies,Office Supplies,Cancelled,Yes,1891,2022-04-29,2022-05-11,12.0,91.87,80.28,151809.48,11.59,21916.69,12.620000000000001,158.0,
Epsilon_Group,Packaging,Delivered,Yes,970,2023-01-30,2023-02-16,17.0,86.91,78.44,76086.8,8.47,8215.9,9.75,18.0,1.8556701030927836
Epsilon_Group,MRO,Delivered,Yes,457,2023-08-14,2023-08-31,17.0,52.85,50.34,23005.38,2.51,1147.07,4.75,16.0,3.50109409190372
Beta_Supplies,Office Supplies,Cancelled,No,574,2022-07-14,2022-07-27,13.0,12.38,11.47,6583.780000000001,0.91,522.34,7.35,,
Epsilon_Group,Office Supplies,Delivered,Yes,877,2022-09-18,2022-09-20,2.0,35.55,34.69,30423.129999999997,0.86,754.22,2.42,24.0,2.7366020524515395
Alpha_Inc,MRO,Delivered,Yes,1579,2022-02-15,2022-02-27,12.0,59.04,50.95,80450.05,8.09,12774.11,13.700000000000001,29.0,1.8366054464851171
Delta_Logistics,Raw Materials,Delivered,Yes,952,2023-12-27,2023-12-28,1.0,74.72,69.73,66382.96,4.99,4750.48,6.68,,
Beta_Supplies,Raw Materials,Pending,Yes,1898,2023-03-23,2023-03-26,3.0,35.53,33.25,63108.5,2.28,4327.44,6.419999999999999,187.0,
Delta_Logistics,Packaging,Delivered,Yes,85,2022-01-02,2022-01-06,4.0,22.54,20.68,1757.8,1.86,158.1,8.25,6.0,7.0588235294117645
Gamma_Co,Packaging,Pending,No,734,2023-06-17,2023-06-28,11.0,92.38,78.92,57927.28,13.46,9879.64,14.57,34.0,
Alpha_Inc,Office Supplies,Delivered,Yes,69,2023-07-06,2023-07-18,12.0,107.47,105.53,7281.57,1.94,133.86,1.81,,
Delta_Logistics,Packaging,Delivered,Yes,370,2023-12-05,2023-12-11,6.0,63.9,55.79,20642.3,8.11,3000.7,12.690000000000001,59.0,15.945945945945947
Delta_Logistics,MRO,Delivered,Yes,1849,2023-11-18,2023-12-03,15.0,28.25,27.53,50902.97,0.72,1331.28,2.55,271.0,14.656571119524067
Beta_Supplies,Packaging,Delivered,No,561,2022-07-21,,,35.54,30.99,17385.39,4.55,2552.55,12.8,68.0,
Gamma_Co,Electronics,Delivered,Yes,449,2023-01-08,2023-01-14,6.0,12.35,10.67,4790.83,1.68,754.32,13.600000000000001,29.0,6.45879732739421
